"id","name_CN","name_EN","level","function_name","description","example","repairPlan"
"94","Dockerfile 配置错误：默认用户权限","Dockerfile Misconfiguration: Default User Privilege","高危",,"在 Dockerfile 中，如果容器以 root 用户运行，可能导致权限提升漏洞。攻击者可以利用容器中的 root 权限访问主机系统或其他容器。","// Dockerfile 示例
FROM openjdk:11
COPY . /app
WORKDIR /app
RUN javac Main.java
CMD [""java"", ""Main""]","1.在 Dockerfile 中创建非 root 用户，并以该用户运行容器。
2.使用 USER 指令指定运行容器的用户。
3.限制容器的权限，避免使用 --privileged 标志。
4.定期审查 Dockerfile 配置，确保符合安全最佳实践。"
"95","WCF 配置错误：调试信息","WCF Misconfiguration: Debug Information","中危",,"在 Windows Communication Foundation (WCF) 服务中，如果调试信息未正确配置（如启用详细错误信息或堆栈跟踪），可能导致敏感信息泄露。攻击者可以利用这些信息进一步攻击系统。","import org.apache.cxf.frontend.ServerFactoryBean;
import org.apache.cxf.interceptor.LoggingInInterceptor;
import org.apache.cxf.interceptor.LoggingOutInterceptor;

public class WcfDebugInfoExposure {
    public static void main(String[] args) {
        ServerFactoryBean factory = new ServerFactoryBean();
        factory.setServiceClass(MyService.class);
        factory.setAddress(""http://localhost:8080/MyService"");

        // 启用详细日志记录，可能导致调试信息泄露
        factory.getInInterceptors().add(new LoggingInInterceptor());
        factory.getOutInterceptors().add(new LoggingOutInterceptor());

        factory.create();
        System.out.println(""WCF service started with debug information enabled."");
    }
}","1.在生产环境中禁用详细错误信息和堆栈跟踪。
2.使用自定义错误处理机制，避免泄露敏感信息。
3.定期审查 WCF 配置，确保调试信息未被意外启用。
4.对 WCF 服务进行安全测试，确保没有信息泄露风险。"
"96","WSE 配置错误：未签名的请求时间戳","WSE Misconfiguration: Unsigned Request Timestamp","中危",,"在 Web Services Enhancements (WSE) 中，如果请求时间戳未签名，攻击者可能通过重放攻击（Replay Attack）重复发送有效请求，导致服务被滥用或数据被篡改。未签名的时间戳无法保证其完整性和真实性。","import org.apache.cxf.ws.security.wss4j.WSS4JOutInterceptor;
import org.apache.cxf.ws.security.policy.SecurityConstants;
import org.apache.cxf.frontend.ClientProxy;

import javax.xml.ws.BindingProvider;
import java.util.HashMap;
import java.util.Map;

public class WseUnsignedRequestTimestamp {
    public static void main(String[] args) {
        MyService service = new MyService();
        MyPortType port = service.getMyPort();

        // 配置 WSE 安全策略，但未启用请求时间戳签名
        BindingProvider bp = (BindingProvider) port;
        Map<String, Object> ctx = bp.getRequestContext();
        ctx.put(SecurityConstants.SIGNATURE_PROPERTIES, ""clientKeystore.properties"");

        // 调用 Web 服务
        port.sendMessage(""Hello, World!"");
    }
}","1.在 WSE 配置中启用请求时间戳的签名，确保时间戳的完整性和真实性。
2.使用强加密算法对时间戳进行签名。
3.定期审查和更新安全策略，确保其符合最新的安全标准。
4.对 Web 服务进行安全测试，确保没有遗漏的时间戳签名配置。"
"97","常被误用的：移动设备唯一标识符（UUID）","Often Misused: Mobile UUID","中危",,"在移动应用开发中，开发者常常使用设备的唯一标识符（如 UUID）来跟踪用户或设备。然而，这种做法可能导致隐私泄露，因为 UUID 可能会被滥用或与其他数据关联，从而暴露用户的身份或行为。","import java.util.UUID;

public class MisusedUUID {
    public static void main(String[] args) {
        // 生成并存储设备的 UUID
        String deviceUUID = UUID.randomUUID().toString();
        System.out.println(""Device UUID: "" + deviceUUID);

        // 使用 UUID 进行用户跟踪
        trackUser(deviceUUID);
    }

    public static void trackUser(String uuid) {
        // 模拟用户跟踪逻辑
        System.out.println(""Tracking user with UUID: "" + uuid);
    }
}","1.避免使用设备的唯一标识符（如 UUID）来跟踪用户或设备。
2.使用匿名标识符或临时令牌代替 UUID，减少隐私泄露风险。
3.遵循隐私保护最佳实践，确保用户数据的最小化收集和使用。
4.在隐私政策中明确说明数据收集和使用的目的。"
"98","常被误用的：Android 权限检查","Often Misused: Android Permission Check","高危",,"在 Android 应用中，开发者可能错误地检查权限，例如在请求权限之前未正确验证权限状态，或在未处理权限拒绝的情况下继续执行敏感操作。这种误用可能导致应用崩溃或功能异常。","import android.Manifest;
import android.content.pm.PackageManager;
import android.os.Bundle;
import androidx.appcompat.app.AppCompatActivity;
import androidx.core.app.ActivityCompat;

public class MisusedPermissionCheck extends AppCompatActivity {
    private static final int REQUEST_CODE = 1;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);

        // 错误：未检查权限状态直接请求权限
        ActivityCompat.requestPermissions(this, new String[]{Manifest.permission.ACCESS_FINE_LOCATION}, REQUEST_CODE);
    }

    @Override
    public void onRequestPermissionsResult(int requestCode, String[] permissions, int[] grantResults) {
        if (requestCode == REQUEST_CODE) {
            // 错误：未处理权限拒绝的情况
            if (grantResults.length > 0 && grantResults[0] == PackageManager.PERMISSION_GRANTED) {
                System.out.println(""Permission granted"");
            }
        }
    }
}","1.在请求权限之前，使用 checkSelfPermission 方法检查权限状态。
2.处理权限拒绝的情况，提供友好的用户提示或备用功能。
3.遵循 Android 权限最佳实践，确保权限请求的合理性和必要性。
4.定期审查权限使用情况，确保没有过度请求权限。"
"99","Kubernetes 配置错误：过于宽松的功能","Kubernetes Misconfiguration: Overly Permissive Capabilities","高危",,"在 Kubernetes 中，如果启用了过于宽松的功能（如 --anonymous-auth=true 或 --insecure-bind-address），可能导致未授权访问或安全漏洞。过于宽松的配置会增加集群的安全风险。","import io.kubernetes.client.openapi.ApiClient;
import io.kubernetes.client.openapi.Configuration;
import io.kubernetes.client.openapi.apis.CoreV1Api;
import io.kubernetes.client.util.Config;

public class KubernetesLooseConfiguration {
    public static void main(String[] args) throws Exception {
        // 创建 Kubernetes 客户端
        ApiClient client = Config.defaultClient();
        Configuration.setDefaultApiClient(client);

        CoreV1Api api = new CoreV1Api();

        // 假设 Kubernetes 配置过于宽松
        System.out.println(""Kubernetes configuration is too loose."");
    }
}","1.禁用不必要的功能（如匿名认证和不安全的绑定地址）。
2.使用严格的 RBAC（基于角色的访问控制）策略，限制用户和服务的权限。
3.定期审查 Kubernetes 配置，确保符合安全最佳实践。
4.使用安全扫描工具检测和修复配置错误。"
"100","样式不佳：显式调用 finalize()方法","Poor Style: Explicit Call to finalize()","低危",,"在 Java 中，finalize() 方法用于在对象被垃圾回收之前执行清理操作。然而，显式调用 finalize() 方法是一种不良实践，因为它可能导致不可预测的行为，如资源泄漏或性能问题。","public class ExplicitFinalizeCall {
    @Override
    protected void finalize() throws Throwable {
        System.out.println(""Finalize method called"");
        super.finalize();
    }

    public static void main(String[] args) throws Throwable {
        ExplicitFinalizeCall obj = new ExplicitFinalizeCall();

        // 错误：显式调用 finalize() 方法
        obj.finalize();
    }
}","1.避免显式调用 finalize() 方法，依赖垃圾回收机制自动调用。
2.使用 try-with-resources 或 Closeable 接口管理资源，确保资源正确释放。
3.定期进行代码审查，确保没有显式调用 finalize() 的情况。
4.使用静态分析工具检测潜在的不良实践。"
"101","弱加密：字节数组到字符串的转换","Weak Encryption: Byte Array to String Conversion","中危",,"在 Java 中，将字节数组直接转换为字符串（如使用 new String(byte[])）可能导致数据损坏或安全漏洞，尤其是在处理加密数据时。这种转换方式可能无法正确保留字节数据，导致弱加密或数据泄露。","import java.util.Base64;

public class WeakEncryptionConversion {
    public static void main(String[] args) {
        byte[] encryptedData = ""sensitive data"".getBytes();

        // 错误：直接将字节数组转换为字符串
        String encryptedString = new String(encryptedData);
        System.out.println(""Encrypted string: "" + encryptedString);

        // 正确：使用 Base64 编码
        String base64Encoded = Base64.getEncoder().encodeToString(encryptedData);
        System.out.println(""Base64 encoded string: "" + base64Encoded);
    }
}","1.使用 Base64 编码将字节数组转换为字符串，确保数据完整性。
2.避免直接使用 new String(byte[]) 转换加密数据。
3.在处理加密数据时，使用安全的编码和解码方法。
4.定期审查加密逻辑，确保没有弱加密或数据泄露的风险。"
"102","WebSphere 服务请求者配置错误：弱令牌","WebSphere Service Requester Misconfiguration: Weak Token","高危",,"在 WebSphere 中，如果服务请求者使用弱令牌（如弱签名的 SAML 令牌或弱加密的 JWT），可能导致令牌被伪造或篡改。弱令牌会破坏身份验证和授权的安全性。","import com.ibm.websphere.security.WSSecurityException;
import com.ibm.websphere.wssecurity.WSSecurityContext;
import com.ibm.websphere.wssecurity.WSSecurityHelper;

public class WeakTokenConfiguration {
    public static void main(String[] args) {
        try {
            // 创建 WebSphere 安全上下文
            WSSecurityContext context = WSSecurityHelper.getWSSecurityContext();

            // 配置弱令牌（如使用弱签名算法）
            context.setProperty(WSSecurityContext.SIGNATURE_ALGORITHM, ""SHA1withRSA"");

            // 发送请求
            System.out.println(""Request sent with weak token."");
        } catch (WSSecurityException e) {
            e.printStackTrace();
        }
    }
}","1.使用强签名算法（如 SHA-256 或 SHA-3）生成令牌。
2.确保令牌的加密强度和完整性符合安全标准。
3.定期审查和更新安全策略，确保令牌配置的安全性。
4.对 WebSphere 服务进行安全测试，确保没有弱令牌配置。"
"103","不安全的随机数","Insecure Random","高危","detect_insecure_random","在 Java 中，使用不安全的随机数生成器（如 java.util.Random）可能导致生成的随机数可预测，从而被攻击者利用。例如，在生成加密密钥或会话 ID 时，使用不安全的随机数会破坏安全性。","import java.util.Random;

public class InsecureRandomNumber {
    public static void main(String[] args) {
        // 使用不安全的随机数生成器
        Random random = new Random();
        int insecureRandomNumber = random.nextInt();
        System.out.println(""Insecure random number: "" + insecureRandomNumber);
    }
}","1.使用安全的随机数生成器（如 java.security.SecureRandom）生成随机数。
2.避免使用 java.util.Random 生成加密密钥或会话 ID。
3.定期审查随机数生成逻辑，确保符合安全最佳实践。
4.对生成的随机数进行测试，确保其不可预测性。"
"104","不安全的哈希算法","Insecure Hash","高危","detect_insecure_hash","在 Java 中，使用不安全的哈希算法（如 MD5 或 SHA-1）可能导致哈希值被碰撞攻击破解。不安全的哈希算法会破坏数据的完整性和验证机制。","import java.security.MessageDigest;
import java.security.NoSuchAlgorithmException;

public class InsecureHashAlgorithm {
    public static void main(String[] args) throws NoSuchAlgorithmException {
        String input = ""sensitive data"";

        // 使用不安全的哈希算法（MD5）
        MessageDigest md = MessageDigest.getInstance(""MD5"");
        byte[] hash = md.digest(input.getBytes());

        System.out.println(""MD5 hash: "" + bytesToHex(hash));
    }

    private static String bytesToHex(byte[] bytes) {
        StringBuilder sb = new StringBuilder();
        for (byte b : bytes) {
            sb.append(String.format(""%02x"", b));
        }
        return sb.toString();
    }
}","1.使用安全的哈希算法（如 SHA-256 或 SHA-3）生成哈希值。
2.避免使用 MD5 或 SHA-1 等不安全的哈希算法。
3.定期审查哈希算法使用情况，确保符合安全标准。
4.对哈希值进行测试，确保其抗碰撞性。"
"105","不安全的加密算法","Insecure Encryption","高危","detect_insecure_encryption","在 Java 中，使用不安全的加密算法（如 DES 或 RC4）可能导致加密数据被破解。不安全的加密算法会破坏数据的机密性和安全性。","import javax.crypto.Cipher;
import javax.crypto.KeyGenerator;
import javax.crypto.SecretKey;
import java.security.NoSuchAlgorithmException;

public class InsecureEncryptionAlgorithm {
    public static void main(String[] args) throws Exception {
        String input = ""sensitive data"";

        // 使用不安全的加密算法（DES）
        KeyGenerator keyGen = KeyGenerator.getInstance(""DES"");
        SecretKey secretKey = keyGen.generateKey();

        Cipher cipher = Cipher.getInstance(""DES"");
        cipher.init(Cipher.ENCRYPT_MODE, secretKey);
        byte[] encryptedData = cipher.doFinal(input.getBytes());

        System.out.println(""Encrypted data: "" + new String(encryptedData));
    }
}","1.使用安全的加密算法（如 AES 或 ChaCha20）加密数据。
2.避免使用 DES 或 RC4 等不安全的加密算法。
3.定期审查加密算法使用情况，确保符合安全标准。
4.对加密数据进行测试，确保其安全性。"
"106","未经检查的重定向","Unvalidated Redirect","高危","detect_unvalidated_redirect","在 Java Web 应用中，如果未对用户输入的重定向 URL 进行检查，可能导致开放重定向漏洞。攻击者可以利用此漏洞将用户重定向到恶意网站，实施钓鱼攻击或其他恶意行为。","import javax.servlet.http.HttpServlet;
import javax.servlet.http.HttpServletRequest;
import javax.servlet.http.HttpServletResponse;
import java.io.IOException;

public class UnvalidatedRedirect extends HttpServlet {
    @Override
    protected void doGet(HttpServletRequest req, HttpServletResponse resp) throws IOException {
        String redirectUrl = req.getParameter(""url"");

        // 未检查重定向 URL
        resp.sendRedirect(redirectUrl);
    }
}","1.对用户输入的重定向 URL 进行严格验证，确保其符合预期的格式和域名。
2.使用白名单机制，限制重定向的目标 URL。
3.避免直接将用户输入用于重定向逻辑。
4.定期进行安全测试，确保没有开放重定向漏洞。"
"107","XML实体注入","XML entity injection","高危","XML_entity_injection","攻击者通过操纵XML输入，利用外部实体声明来访问系统文件或执行恶意操作。","import javax.xml.parsers.DocumentBuilder;
import javax.xml.parsers.DocumentBuilderFactory;
import org.w3c.dom.Document;
import java.io.ByteArrayInputStream;

public class XXEVulnerabilityExample {
    public static void main(String[] args) {
        try {
            // 恶意XML输入，尝试读取系统文件
            String xml = ""<?xml version=\""1.0\"" encoding=\""UTF-8\""?>\n"" +
                         ""<!DOCTYPE foo [ <!ENTITY xxe SYSTEM \""file:///etc/passwd\""> ]>\n"" +
                         ""<foo>&xxe;</foo>"";

            // 创建DocumentBuilderFactory
            DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();
            DocumentBuilder builder = factory.newDocumentBuilder();

            // 解析XML
            Document document = builder.parse(new ByteArrayInputStream(xml.getBytes()));

            // 输出解析结果
            System.out.println(""Root element: "" + document.getDocumentElement().getTextContent());
        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}","1.禁用外部实体
2.使用安全的XML库
3. 输入验证
4. 最小权限"
"108","不安全的webpack配置","Insecure Webpack Configuration","高危","detect_webpack_vulnerabilities","在 webpack 配置中，如果启用了不安全的选项（如 devtool: 'eval' 或未禁用敏感信息暴露），可能导致源代码泄露或调试信息暴露。不安全的配置会增加应用的安全风险。","// webpack.config.js
module.exports = {
  mode: 'development',
  devtool: 'eval', // 不安全的配置，可能导致源代码泄露
  entry: './src/index.js',
  output: {
    filename: 'bundle.js',
    path: __dirname + '/dist'
  }
};","1.在生产环境中使用安全的 devtool 选项（如 source-map 或 none）。
2.禁用调试模式和敏感信息暴露（如 NODE_ENV=production）。
3.定期审查 webpack 配置，确保符合安全最佳实践。
4.使用工具（如 webpack-bundle-analyzer）分析打包结果，确保没有泄露敏感信息。"
"109","不安全的vite配置","Insecure Vite Configuration","中危","detect_vite_config","在 vite 配置中，如果启用了不安全的选项（如未禁用源码映射或未设置 CSP），可能导致源代码泄露或 XSS 攻击。不安全的配置会增加应用的安全风险。","# application.yml
management:
  endpoints:
    web:
      exposure:
        include: ""*"" # 不安全的配置，暴露所有端点
  endpoint:
    health:
      show-details: always # 不安全的配置，暴露健康检查详细信息","1.在生产环境中禁用调试端点（如 actuator）。
2.配置安全头（如 Content-Security-Policy 和 Strict-Transport-Security）。
3.定期审查 Spring Boot 配置，确保符合安全最佳实践。
4.使用 Spring Security 加强应用的安全性。"
"110","不安全的springboot配置","Insecure Spring Boot Configuration","高危","detect_spring_boot_vulnerabilities","不安全的Spring Boot配置是指由于Spring Boot应用程序的配置不当，导致应用程序暴露敏感信息、开放不必要的功能或服务，从而增加被攻击的风险。","application.properties（不安全配置）
# 启用所有 Actuator 端点
management.endpoints.web.exposure.include=*

# 使用 HTTP 而非 HTTPS
server.port=8080

# 未启用 Spring Security","1. 限制Actuator端点的暴露
2. 启用Spring Security
3. 启用HTTPS
4. 配置CORS
5. 禁用不必要的功能"
"111","不安全的robots配置","Insecure Robots Configuration","低危","detect_robots_config_vulnerability","在 robots.txt 文件中，如果配置不当（如允许爬虫访问敏感目录或文件），可能导致敏感信息泄露或目录遍历攻击。不安全的配置会增加应用的安全风险。","# robots.txt
User-agent: *
Disallow: /admin
Disallow: /config
Disallow: /logs
# 不安全的配置，未限制爬虫访问敏感目录","1.在 robots.txt 中明确禁止爬虫访问敏感目录和文件。
2.避免在 robots.txt 中暴露敏感路径或文件。
3.定期审查 robots.txt 配置，确保符合安全最佳实践。
4.使用 Web 应用防火墙（WAF）限制爬虫的访问行为。"
"112","debug模式开启","Debug Mode Enabled","高危","detect_debug_mode_vulnerability","在生产环境中开启调试模式（Debug Mode）可能导致敏感信息泄露，如堆栈跟踪、数据库连接信息或内部逻辑。攻击者可以利用这些信息进一步攻击系统。","import org.springframework.boot.SpringApplication;
import org.springframework.boot.autoconfigure.SpringBootApplication;

@SpringBootApplication
public class DebugModeEnabled {
    public static void main(String[] args) {
        // 在生产环境中开启调试模式
        System.setProperty(""debug"", ""true"");
        SpringApplication.run(DebugModeEnabled.class, args);
    }
}","1.在生产环境中禁用调试模式，确保不暴露敏感信息。
2.使用环境变量或配置文件控制调试模式的开启和关闭。
3.定期审查应用配置，确保调试模式未被意外启用。
4.对应用进行安全测试，确保没有信息泄露的风险。"
"113","MongoDB注入","MongoDB injection","高危","MongoDB_detect","MongoDB 注入漏洞发生在应用程序未对用户输入进行适当过滤或转义的情况下。攻击者可以通过注入恶意查询操作符（如 $gt 或 $where）篡改查询逻辑，访问或修改数据库中的敏感数据。","import com.mongodb.client.MongoClients;
import com.mongodb.client.MongoCollection;
import com.mongodb.client.MongoDatabase;
import org.bson.Document;

public class MongoDBInjection {
    public static void main(String[] args) {
        String userInput = ""{ $gt: '' }""; // 恶意输入

        try (var mongoClient = MongoClients.create(""mongodb://localhost:27017"")) {
            MongoDatabase database = mongoClient.getDatabase(""testdb"");
            MongoCollection<Document> collection = database.getCollection(""users"");

            // 未对用户输入进行过滤，直接拼接查询
            Document query = Document.parse(""{ username: "" + userInput + "" }"");
            var result = collection.find(query).first();

            System.out.println(""Query result: "" + result);
        }
    }
}","1.使用参数化查询或预编译语句，避免直接拼接用户输入。
2.对用户输入进行严格的验证和过滤，确保输入符合预期的格式和类型。
3.使用 MongoDB 的官方驱动程序提供的安全查询方法（如 Filters.eq）。
4.定期审查数据库查询逻辑，确保没有注入漏洞。"
"114","SQL盲注","SQL blinds","高危","SQL_Injection_Blind","SQL 盲注是一种 SQL 注入攻击，攻击者通过观察应用的响应时间或行为差异，推断出数据库中的敏感信息。与普通 SQL 注入不同，盲注不会直接返回查询结果，但依然可以导致数据泄露。","import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;

public class SQLBlindInjection {
    public static void main(String[] args) {
        String userInput = ""admin' AND 1=1 --""; // 恶意输入

        try (Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydb"", ""user"", ""password"");
             Statement stmt = conn.createStatement()) {

            // 未对用户输入进行过滤，直接拼接查询
            String query = ""SELECT * FROM users WHERE username = '"" + userInput + ""'"";
            ResultSet rs = stmt.executeQuery(query);

            while (rs.next()) {
                System.out.println(""Username: "" + rs.getString(""username""));
            }
        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}","1.使用参数化查询或预编译语句，避免直接拼接用户输入。
2.对用户输入进行严格的验证和过滤，确保输入符合预期的格式和类型。
3.使用 ORM 框架（如 Hibernate）减少手动编写 SQL 语句的机会。
4.定期进行安全审计和代码审查，确保没有潜在的 SQL 注入漏洞。"
"115","Spel 表达式注入","Spel expression injection","高危","Spel_Injection","SpEL（Spring Expression Language）表达式注入漏洞发生在应用程序使用 SpEL 表达式解析用户输入时，未对输入进行严格的验证或过滤。攻击者可以通过构造恶意输入，执行任意 SpEL 表达式，从而导致远程代码执行（RCE）或其他未授权的操作。","import org.springframework.expression.Expression;
import org.springframework.expression.ExpressionParser;
import org.springframework.expression.spel.standard.SpelExpressionParser;

public class SpELInjectionExample {
    public static void main(String[] args) {
        String userInput = ""T(java.lang.Runtime).getRuntime().exec('calc.exe')""; // 恶意输入
        ExpressionParser parser = new SpelExpressionParser();
        Expression exp = parser.parseExpression(userInput); // 解析用户输入
        Object value = exp.getValue(); // 执行 SpEL 表达式
        System.out.println(""Result: "" + value);
    }
}","1.避免直接解析用户输入：不要将用户输入直接传递给 SpEL 解析器。
2.白名单验证：对用户输入进行严格的验证，确保只允许预期的字符或格式。
3.使用安全的上下文：在解析 SpEL 表达式时，使用 EvaluationContext 并限制可访问的类和属性。
4.禁用危险功能：在 SpEL 解析器中禁用危险的函数调用（如 T() 类型操作符）。"
"116","Hibernate 注入","Hibernate injection","高危","Hibernate_Injection","Hibernate 注入漏洞通常发生在使用 Hibernate 框架时，未正确使用参数化查询，而是直接将用户输入拼接到 HQL（Hibernate Query Language）或 SQL 查询中。攻击者可以通过构造恶意输入，注入额外的查询逻辑，从而导致数据泄露、数据篡改或其他未授权的操作。","import org.hibernate.Session;
import org.hibernate.query.Query;

public class HibernateInjectionExample {
    public static void main(String[] args) {
        String userInput = ""admin' OR '1'='1""; // 恶意输入
        Session session = HibernateUtil.getSessionFactory().openSession();
        String hql = ""FROM User WHERE username = '"" + userInput + ""'""; // 直接拼接用户输入
        Query<User> query = session.createQuery(hql, User.class);
        List<User> users = query.list(); // 执行查询
        users.forEach(user -> System.out.println(user.getUsername()));
    }
}","1.使用参数化查询：避免直接拼接用户输入，使用 Hibernate 的参数化查询功能。
2.使用命名参数：通过 setParameter 方法绑定用户输入。
3.输入验证：对用户输入进行严格的验证，确保其符合预期的格式和范围。
4.使用 JPA 标准 API：如果可能，使用 JPA 的标准 API（如 CriteriaQuery）来构建查询。"
"117","跨站脚本：存储型","Stored XSS","高危","detect_store_xss","攻击者将恶意脚本（通常是JavaScript代码）存储到目标服务器（如数据库）中，当其他用户访问包含恶意脚本的页面时，脚本会在其浏览器中执行。","import org.springframework.stereotype.Controller;
import org.springframework.web.bind.annotation.GetMapping;
import org.springframework.web.bind.annotation.PostMapping;
import org.springframework.web.bind.annotation.RequestParam;
import org.springframework.ui.Model;

import java.util.ArrayList;
import java.util.List;

@Controller
public class XSSController {
    private List<String> messages = new ArrayList<>();

    @GetMapping(""/"")
    public String index(Model model) {
        model.addAttribute(""messages"", messages); // 将消息列表传递给前端
        return ""index"";
    }

    @PostMapping(""/post"")
    public String postMessage(@RequestParam String message) {
        messages.add(message); // 将用户输入的消息存储到列表中
        return ""redirect:/"";
    }
}","1.对用户输入进行严格的验证，过滤或拒绝包含HTML或JavaScript代码的输入。
2.在前端渲染时，对动态内容进行HTML编码，防止浏览器将其解析为HTML或JavaScript。
3.使用安全的HTML过滤库（如OWASP Java Encoder或Jsoup）对用户输入进行清理。
4.通过设置HTTP响应头（如Content-Security-Policy），进一步减少XSS攻击的风险。"
"118","跨站脚本：DOM型","DOM XSS","高危","find_dom_xss_vulnerabilities","攻击者通过操纵页面的DOM（文档对象模型）来注入恶意脚本。","1. 控制器类
import org.springframework.stereotype.Controller;
import org.springframework.web.bind.annotation.GetMapping;

@Controller
public class DOMXSSController {
    @GetMapping(""/search"")
    public String search() {
        return ""search""; // 返回搜索页面
    }
}
2. 前端页面（search.html，使用Thymeleaf模板引擎）
<!DOCTYPE html>
<html xmlns:th=""http://www.thymeleaf.org"">
<head>
    <title>搜索页面</title>
    <script>
        function showResult() {
            // 从URL参数中获取搜索关键词
            const query = new URLSearchParams(window.location.search).get(""query"");
            // 将关键词插入页面
            document.getElementById(""result"").innerHTML = ""您搜索的关键词是："" + query;
        }
    </script>
</head>
<body onload=""showResult()"">
    <h1>搜索页面</h1>
    <form action=""/search"" method=""get"">
        <input type=""text"" name=""query"" placeholder=""输入搜索关键词"">
        <button type=""submit"">搜索</button>
    </form>

    <div id=""result""></div>
</body>
</html>","1. 避免直接操作innerHTML。使用安全的DOM操作方法（如textContent）代替innerHTML，确保内容不会被解析为HTML。
2. 对动态内容进行编码。在将用户输入插入DOM之前，对其进行HTML编码。
3. 使用安全的库。使用安全的库（如DOMPurify）对用户输入进行清理。
4. 设置Content Security Policy (CSP)。通过设置CSP，限制页面中可以执行的脚本来源。"
"119","NoSQL 注入","Nosql Injection","高危","Nosql_Injection","NoSQL 注入 是一种针对 NoSQL 数据库的安全漏洞，攻击者通过操纵输入数据来破坏数据库查询逻辑，从而绕过身份验证、泄露敏感数据或执行未授权操作。","import org.springframework.beans.factory.annotation.Autowired;
import org.springframework.web.bind.annotation.*;
import org.springframework.data.mongodb.core.MongoTemplate;
import org.springframework.data.mongodb.core.query.Criteria;
import org.springframework.data.mongodb.core.query.Query;

import java.util.List;

@RestController
@RequestMapping(""/users"")
public class UserController {

    @Autowired
    private MongoTemplate mongoTemplate;

    // 登录接口，存在 NoSQL 注入漏洞
    @PostMapping(""/login"")
    public String login(@RequestParam String username, @RequestParam String password) {
        // 构造查询条件
        Query query = new Query();
        query.addCriteria(Criteria.where(""username"").is(username).and(""password"").is(password));

        // 查询用户
        List<User> users = mongoTemplate.find(query, User.class);

        if (users.isEmpty()) {
            return ""登录失败"";
        } else {
            return ""登录成功，用户ID："" + users.get(0).getId();
        }
    }
}","1. 输入验证。对用户输入进行严格的验证，确保其符合预期格式。
2. 使用参数化查询。避免直接拼接用户输入到查询条件中，使用参数化查询或安全的查询构建器。
3. 使用安全的库。使用安全的库（如 MongoDB 的官方驱动）或 ORM 框架（如 Spring Data MongoDB），避免手动拼接查询。
4. 启用输入过滤。在应用程序中启用输入过滤，拒绝包含特殊字符（如 $、{、}）的输入。
5. 最小权限原则。确保数据库用户以最小权限运行，避免攻击者通过注入获取敏感数据或执行危险操作。"
"120","硬编码风险","Disclosure of private information
Disclosure of private information
Disclosure of private information
","高危","Disclosure_of_private_informatio","硬编码风险漏洞是指在代码中直接写入敏感信息（如密码、手机号、身份证号、银行卡号等）或系统信息（如绝对路径、内网IP等），而不是通过配置文件或环境变量等方式动态获取。","public class HardCodedExample {
    public static void main(String[] args) {
        // 硬编码的敏感信息
        String password = ""admin123"";  // 密码
        String phoneNumber = ""13800138000"";  // 手机号
        String idCard = ""110105199003071234"";  // 身份证号
        String bankCard = ""6222021234567890"";  // 银行卡号

        // 页面架构信息泄漏
        String pageStructure = ""<html><body><div id='content'></div></body></html>"";

        // 绝对路径泄漏
        String absolutePath = ""/usr/local/tomcat/webapps/ROOT"";

        // 内网IP泄漏
        String internalIp = ""192.168.1.1"";

        System.out.println(""Hardcoded values are not secure!"");
    }
}","1.代码审查：通过人工或自动化工具对代码进行审查，查找硬编码的敏感信息。
2.静态代码分析工具：使用静态代码分析工具扫描代码，识别硬编码的敏感信息。
3.正则表达式匹配：通过正则表达式匹配常见的敏感信息模式（如手机号、身份证号等）。"
"123","不可控的内存分配",,"高危",,"内存分配的大小受外部控制的输人数据影响,且程序没有指定内存分配大小的上限。",,
"124"," 不可信的搜索路径",,"高危",,"程序使用关键资源时没有指定资的路径,而是依赖操作系统去搜索资源。",,
"125","相对路径遍历",,"高危",,"路径名受外部控制的输入数据影响,且程序没有使能够解析到目录外位置的字符序列",,
"126","绝对路径遍历",,"高危",,"路径名由外部控制的输入数据决定,且程序没有限制路径名允许访问的目录。",,
"127","进程控制",,"高危",,"使用未经验证的输人数据作为动态加载的库的标识符",,
"129","Command Injection",,"高危",,"命令注入漏洞发生在应用程序将用户输入直接传递给系统命令时，攻击者可以通过注入恶意命令来执行任意系统命令。",,
"130","Dynamic Code Evaluation: Code Injection",,"高危",,"代码注入漏洞发生在应用程序动态执行用户提供的代码时，攻击者可以通过注入恶意代码来执行任意命令。",,
"131","Password Management: Hardcoded Password",,"高危",,"硬编码密码是指将密码直接写在源代码中。这种做法会导致密码泄露风险，尤其是在代码被公开或泄露时。",,
"132","跨站请求伪造","CSRF","高危","detect_csrf",,,
"133","HTTPS 会话中没有 'secure' 属性的敏感 Cookie","secure no safe","高危","secure_no_safe",,,
"134","文件暴露","File Disclosure","高危","analyze_file_disclosure",,,
"135","CORS","CORS","高危","detect_cors",,,
"136","JSONP","JSONP","高危","detect_jsonp",,,
"137","XFF伪造","XFF Forge","高危","detect_xfff",,,
"138","文件上传","File Upload","高危","detect_file_upload",,,
